Date,Close,High,Low,Open,Volume,Daily_Return,MA20,MA50,MA200,Volatility_20,RSI,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Trend_Score,Market_Regime,Recommendation
2020-01-01,672.2161865234375,680.0088516309808,670.3905321258029,675.9566705310696,14004468,,,,,,,0.0,0.0,0.0,,,,0,Bearish,N/A
2020-01-02,683.6602783203125,686.1762083080744,673.2849207275859,673.2849207275859,17710316,0.017024421646347765,,,,,,0.9129190037393755,0.1825838007478751,0.7303352029915005,,,,25,Neutral,N/A
2020-01-03,684.4840087890625,686.4878350527088,678.1830672888824,682.6360013302883,20984698,0.0012048827390904737,,,,,,1.683475992737499,0.48276223914579985,1.2007137535916992,,,,25,Neutral,N/A
2020-01-06,668.6093139648438,680.3650438391912,667.0507691289934,676.8472602327319,24519177,-0.023192207006125787,,,,,,1.001646399932497,0.5865390713031393,0.4151073286293576,,,,25,Neutral,N/A
2020-01-07,678.8956909179688,683.3040975466399,673.952886932682,676.4019951208164,16683622,0.01538473475956681,,,,,,1.2766003345946046,0.7245513239614324,0.5520490106331722,,,,25,Neutral,N/A
2020-01-08,673.7969970703125,683.2817317108661,672.3943304886236,674.6207976476823,16047902,-0.0075102757549720955,,,,,,1.0707385196639052,0.793788763101927,0.2769497565619782,,,,25,Neutral,N/A
2020-01-09,689.3154296875,690.2059926741842,681.8567565985553,685.1296647498189,14982742,0.023031317569923937,,,,,,2.135186269227006,1.062068264326943,1.073118004900063,,,,25,Neutral,N/A
2020-01-10,689.1596069335938,693.7461255846073,685.5972357997355,691.0520831577536,12478359,-0.00022605435363154402,,,,,,2.9323923915733303,1.4361330897762206,1.4962593017971098,,,,25,Neutral,N/A
2020-01-13,687.400634765625,694.0800352727429,685.0405834867845,688.0017944847956,18282382,-0.0025523436810164224,,,,,,3.3832496376583094,1.8255563993526385,1.557693238305671,,,,25,Neutral,N/A
2020-01-14,681.0330200195312,690.2060574437152,677.6710552541097,685.7531231921615,15816535,-0.009263323925013278,,,,,,3.18997194886083,2.098439509254277,1.0915324396065529,,,,25,Neutral,N/A
2020-01-15,678.5616455078125,685.708622508407,676.068009361063,683.9052024938248,15817859,-0.0036288615075490416,,,,,,2.8050439188242535,2.2397603911682724,0.5652835276559811,,,,25,Neutral,N/A
2020-01-16,684.8180541992188,687.244928030335,680.4096475753698,680.8549886137533,12847975,0.009220103630708687,,,,,,2.9705825496619127,2.3859248228670005,0.5846577267949122,,,,25,Neutral,N/A
2020-01-17,704.0101928710938,705.7690846391494,691.6310096398801,691.7645940988411,29463471,0.028025164573555195,,,,,,4.5974220826939245,2.8282242748323854,1.7691978078615391,,,,25,Neutral,N/A
2020-01-20,682.3466186523438,716.4784286658733,679.6971043882497,716.4784286658733,32545850,-0.030771676941780624,,,,,54.3325058666604,4.091470815252251,3.0808735829163587,1.010597232335892,,,,25,Neutral,BEARISH HOLD
2020-01-21,683.0368041992188,688.3580668407448,677.737775908007,680.6767527586403,18922720,0.001011488190911125,,,,,54.60052013890439,3.7035013380585724,3.205399133944802,0.4981022041137706,,,,25,Neutral,BEARISH HOLD
2020-01-22,682.7919311523438,688.7588822425179,681.7900179448524,687.534328261155,10322817,-0.00035850637237933025,,,,,49.591953215300826,3.337797472266516,3.2318788016091444,0.10591867065737137,,,,25,Neutral,BEARISH HOLD
2020-01-23,679.8975830078125,686.621513138243,677.1590121473655,684.1946393801801,11247739,-0.00423898996528338,,,,,47.88592360020931,2.782351600389802,3.1419733613652765,-0.3596217609754744,,,,0,Bearish,BEARISH HOLD
2020-01-24,677.5374755859375,684.1278207028573,676.201571520967,679.9642896946181,14628445,-0.0034712690276587077,,,,,54.70106510640459,2.127194822668457,2.9390176536259127,-0.8118228309574556,,,,0,Bearish,BEARISH HOLD
2020-01-27,670.8580932617188,678.8288715307318,670.1678770715025,674.576343167049,13387750,-0.009858321590908936,,,,,45.600750980483866,1.056825596907288,2.5625792422821876,-1.5057536453748996,,,,0,Bearish,BEARISH HOLD
2020-01-28,655.3617553710938,672.3942783497732,651.7326219117568,671.7708247894806,24532236,-0.0230992784409616,680.3895660400391,,,,40.940875130843736,-1.0300014697860433,1.8440630998685412,-2.8740645696545846,680.3895660400391,699.8993516569712,660.8797804231069,0,Bearish,BEARISH HOLD
2020-01-29,658.9686889648438,665.4476838598071,651.9330029814765,656.385937187332,24746565,0.005503729145298619,679.7271911621094,,,0.01495959648190755,33.110311996613916,-2.365509437981359,1.0021485922985613,-3.3676580302799204,679.7271911621094,701.205580657544,658.2488016666748,0,Bearish,BEARISH HOLD
2020-01-30,642.8935546875,658.9018717010598,641.2237192109507,658.5901746274501,22402689,-0.024394382535224524,677.6888549804687,,,0.015214083680241908,28.1263255823617,-4.667237111107966,-0.13172854838274406,-4.535508562725221,677.6888549804687,704.6368637393267,650.7408462216107,0,Bearish,BEARISH HOLD
2020-01-31,628.599609375,647.1238564671794,626.6180767993984,647.0125063572486,34750310,-0.022233766707224212,674.8946350097656,,,0.015769055572680473,25.145890154388155,-7.557654861579181,-1.6169138110220316,-5.940741050557149,674.8946350097656,709.4042940703171,640.3849759492141,0,Bearish,BEARISH HOLD
2020-02-03,616.9552001953125,623.3897268292178,606.9583616221806,610.0086294911721,30712290,-0.018524365917543695,672.3119293212891,,,0.01550441424739316,24.07208095400624,-10.66499879025298,-3.426530806868221,-7.2384679833847585,672.3119293212891,715.4540913166794,629.1697673258988,0,Bearish,BEARISH HOLD
2020-02-04,635.1676635742188,637.8839401729988,622.4322559797637,623.4118752792756,25383901,0.029519912261280368,670.1255279541016,,,0.016705318978114378,34.42541574678887,-11.52514298003905,-5.046253241502387,-6.478889738536663,670.1255279541016,716.195640917375,624.0554149908281,0,Bearish,BEARISH HOLD
2020-02-05,645.0086669921875,646.9234370233874,636.9043647870463,638.9526598272524,18472100,0.015493552304900682,668.6861114501953,,,0.017177529416985346,36.07038987454664,-11.282667152597128,-6.293536023721336,-4.989131128875792,668.6861114501953,716.0538804982598,621.3183424021308,0,Bearish,BEARISH HOLD
2020-02-06,649.14990234375,653.2466113131902,641.2682409254869,647.5023606854987,15538577,0.006420433652269963,666.6778350830078,,,0.016279577702536668,28.544038346315162,-10.633760853449985,-7.1615809896670655,-3.4721798637829195,666.6778350830078,713.7679671430005,619.5877030230151,0,Bearish,BEARISH HOLD
2020-02-07,638.3961791992188,646.723182814012,636.0138334942661,646.1220229365763,12209212,-0.016565854983117245,664.1396636962891,,,0.016547636456207788,31.207173011637664,-10.86202288298739,-7.901669368331131,-2.9603535146562585,664.1396636962891,711.5984730210764,616.6808543715017,0,Bearish,BEARISH HOLD
2020-02-10,639.264404296875,643.6728102657878,628.065247040691,635.8801458287573,15142476,0.0013600098589958698,661.7328521728516,,,0.01658485533291025,31.311755217548793,-10.847816797108294,-8.490898854086563,-2.356917943021731,661.7328521728516,709.1069716628801,614.3587326828231,0,Bearish,BEARISH HOLD
2020-02-11,646.9011840820312,652.8903691202153,643.4723974955958,644.5188387872203,13999816,0.011946198996573232,660.0262603759766,,,0.016872055444893525,35.58651171591971,-10.103863022779024,-8.813491687825056,-1.2903713349539672,660.0262603759766,706.9297266963978,613.1227940555553,0,Bearish,BEARISH HOLD
2020-02-12,654.7161254882812,656.742245701073,647.9031394730254,648.4152429768247,13533565,0.012080579845188621,658.833984375,,,0.01717634445342052,40.27176699003486,-8.782435389141824,-8.807280428088411,0.024845038946587295,658.833984375,704.9594393074058,612.7085294425942,25,Neutral,BEARISH HOLD
2020-02-13,656.4305419921875,658.0336151395259,651.2873910883294,658.0336151395259,13565659,0.0026185646529290896,657.4146087646484,,,0.017019237712272935,41.804974041596004,-7.510281534679734,-8.547880649406677,1.0375991147269428,657.4146087646484,701.8910026775856,612.9382148517112,25,Neutral,BEARISH HOLD
2020-02-14,662.4197387695312,668.5870368609382,647.0570496970056,657.8109261027595,21227841,0.009123885002619181,655.3350860595704,,,0.015742462744878352,46.70605154088,-5.950221859803946,-8.02834889148613,2.0781270316821843,655.3350860595704,694.169756538261,616.5004155808797,50,Bullish,BULLISH HOLD
2020-02-17,658.2562255859375,670.6799378673376,656.4973336908605,663.0431510030807,13149130,-0.006285309660801541,654.13056640625,,,0.014353435340366661,51.239538947864766,-4.992276193452199,-7.421134351879345,2.428858158427146,654.13056640625,690.8758290708014,617.3853037416985,50,Bullish,BULLISH HOLD
2020-02-18,653.4248046875,657.2098170542837,648.9718699442761,657.2098170542837,11127161,-0.007339726858089146,652.6499664306641,,,0.01439189934826057,47.65050639139034,-4.570269418910016,-6.850961365285479,2.2806919463754634,652.6499664306641,686.7846903773976,618.5152424839306,50,Bullish,BULLISH HOLD
2020-02-19,669.6334228515625,670.8134485862718,656.8534867255756,658.7459628812005,14084409,0.024805636467710057,651.992041015625,,,0.015602613778046802,61.31952719594786,-2.894559307034001,-6.059680953635183,3.1651216466011824,651.992041015625,684.1293925835471,619.8546894477029,50,Bullish,BULLISH HOLD
2020-02-20,661.6849975585938,671.5037233050037,660.7276124968037,666.6055073331329,16892268,-0.011869815665892625,651.081411743164,,,0.015781940542920612,64.8008724271835,-2.18275699993751,-5.284296162895649,3.1015391629581393,651.081411743164,680.8329927070123,621.3298307793158,50,Bullish,BULLISH HOLD
2020-02-24,643.4278564453125,657.6995152268572,641.0232768478887,654.4711351131652,21370214,-0.02759189218532121,649.3759307861328,,,0.016847223867275975,61.18111567802116,-3.0566125233580124,-4.838759434988122,1.78214691163011,649.3759307861328,676.5400479670116,622.2118136052541,25,Neutral,BEARISH HOLD
